,index,dot,under,over,inter
37,626,789.8992990085294,0.021052631578947368,0.7473684210526316,0.23157894736842105
38,140,602.7081495515943,0.41414141414141414,0.08080808080808081,0.5050505050505051
39,154,824.9453351093672,0.32592592592592595,0.14814814814814814,0.5259259259259259
40,632,695.2560301572701,0.18699186991869918,0.1951219512195122,0.6178861788617886
41,961,807.1714106614853,0.03333333333333333,0.5666666666666667,0.4
42,791,636.300551364915,0.32748538011695916,0.04678362573099417,0.625730994152047
43,949,189.76586976987892,0.17073170731707318,0.24390243902439024,0.5853658536585366
44,785,726.7082137984892,0.17,0.44,0.39
45,13,541.741808706839,0.34285714285714286,0.2857142857142857,0.37142857142857144
46,587,934.6092164756592,0.3684210526315789,0.02631578947368421,0.6052631578947368
47,578,845.9112951849856,0.26380368098159507,0.17791411042944785,0.558282208588957
48,236,833.5037052987318,0.562962962962963,0.037037037037037035,0.4
49,544,227.50542938572096,0.12605042016806722,0.3025210084033613,0.5714285714285714
50,222,854.4934929467348,0.3564356435643564,0.07920792079207921,0.5643564356435643
51,552,733.6413528451777,0.34234234234234234,0.22522522522522523,0.43243243243243246
52,234,805.7004743873762,0.5777777777777777,0.02962962962962963,0.3925925925925926
53,220,814.802225887527,0.42424242424242425,0.1111111111111111,0.46464646464646464
54,546,827.4723995799518,0.37209302325581395,0.0872093023255814,0.5406976744186046
55,208,621.7842066647836,0.48854961832061067,0.015267175572519083,0.4961832061068702
56,750,678.6034436446052,0.36257309941520466,0.017543859649122806,0.6198830409356725
57,744,856.0013340275847,0.04285714285714286,0.42142857142857143,0.5357142857142857
58,39,489.13119158218996,0.46808510638297873,0.010638297872340425,0.5212765957446809
59,11,639.4754999474168,0.32,0.21333333333333335,0.4666666666666667
60,778,358.33277116980594,0.04081632653061224,0.1360544217687075,0.8231292517006803
61,793,778.7995383858719,0.16875,0.20625,0.625
62,787,581.1402208015776,0.5030674846625767,0.07975460122699386,0.4171779141104294
63,963,905.1542567122154,0.021126760563380285,0.563380281690141,0.41549295774647893
64,142,333.6997517388963,0.10606060606060606,0.5,0.3939393939393939
65,624,796.0919117849492,0.1875,0.3203125,0.4921875
66,630,889.113139935525,0.09183673469387756,0.5918367346938775,0.3163265306122449
67,156,752.0261792901729,0.40350877192982454,0.07894736842105263,0.5175438596491229
68,618,830.081645690157,0.40939597315436244,0.09395973154362416,0.4966442953020134
69,181,757.8453017635815,0.22123893805309736,0.07964601769911504,0.6991150442477876
70,195,404.68408270619204,0.06451612903225805,0.6559139784946234,0.2795698924731182
71,803,739.4903872017413,0.17964071856287425,0.0658682634730539,0.7544910179640718
72,817,699.5099071416706,0.1375,0.0375,0.825
73,340,812.3264532543741,0.29473684210526313,0.37894736842105264,0.3263157894736842
74,354,787.536907328849,0.02912621359223301,0.7475728155339806,0.22330097087378642
75,432,862.6455145101528,0.3537414965986395,0.13605442176870752,0.5102040816326532
76,368,867.3825698644365,0.3262411347517731,0.10638297872340426,0.5673758865248227
77,383,838.6806913106028,0.3630573248407644,0.03184713375796179,0.605095541401274
78,397,930.8500923615802,0.39393939393939403,0.07272727272727274,0.5333333333333334
79,396,933.371084565186,0.14285714285714285,0.5904761904761905,0.26666666666666666
80,382,762.2021626168392,0.2468354430379747,0.10126582278481013,0.6518987341772152
81,369,867.30395077557,0.33070866141732286,0.10236220472440945,0.5669291338582677
82,355,777.948202645001,0.2748091603053435,0.09923664122137404,0.6259541984732825
83,433,795.9552467931665,0.21333333333333335,0.22,0.5666666666666667
84,427,740.1775585252357,0.46794871794871795,0.07692307692307693,0.4551282051282051
85,341,422.88646686043944,0.1192660550458716,0.45871559633027537,0.42201834862385335
86,802,873.8494464561657,0.0070921985815602835,0.7872340425531915,0.20567375886524822
87,194,556.7967133329,0.40336134453781514,0.04201680672268908,0.5546218487394958
88,180,807.1579107083085,0.2222222222222222,0.10256410256410256,0.6752136752136753
89,631,841.5786040462135,0.29518072289156627,0.0963855421686747,0.608433734939759
90,157,865.3271905685817,0.3783783783783784,0.07207207207207207,0.5495495495495496
91,143,414.6683872783434,0.06666666666666667,0.38666666666666666,0.5466666666666666
92,625,738.697927038012,0.11818181818181821,0.46363636363636374,0.41818181818181827
93,962,518.9558422130839,0.006711409395973156,0.7181208053691277,0.2751677852348994
94,786,342.7608281651092,0.34,0.16666666666666666,0.49333333333333335
95,792,833.5950999722544,0.2046783625730994,0.14035087719298245,0.6549707602339181
96,779,325.3979108845952,0.23030303030303031,0.20606060606060606,0.5636363636363636
97,10,836.14939510176,0.35526315789473684,0.07894736842105263,0.5657894736842105
98,38,706.2881139594004,0.43478260869565216,0.028985507246376812,0.5362318840579711
99,745,807.5485336071318,0.31176470588235283,0.058823529411764684,0.6294117647058821
100,989,679.9014189049417,0.23243243243243245,0.043243243243243246,0.7243243243243244
101,590,490.48998842559917,0.008130081300813009,0.6829268292682927,0.3089430894308943
102,209,820.3275036450684,0.3103448275862069,0.1839080459770115,0.5057471264367817
103,221,469.95611578699015,0.26744186046511625,0.3255813953488372,0.40697674418604646
104,547,473.31510743045715,0.053571428571428555,0.3035714285714285,0.6428571428571427
105,553,614.8149993014681,0.23478260869565218,0.1826086956521739,0.5826086956521739
106,235,932.7050930292792,0.5396825396825397,0.05555555555555555,0.40476190476190477
107,219,383.03012952705313,0.45614035087719296,0.07894736842105263,0.4649122807017544
108,231,748.6065216699968,0.6206896551724138,0.02586206896551724,0.35344827586206895
109,543,400.6054744449687,0.14049586776859505,0.18181818181818182,0.6776859504132231
110,225,675.9232870750095,0.20370370370370375,0.4629629629629631,0.3333333333333334
111,580,736.3322107953563,0.42483660130718953,0.0718954248366013,0.5032679738562091
112,769,215.72449686438503,0.3724137931034483,0.07586206896551724,0.5517241379310345
113,14,622.2260256459083,0.3939393939393939,0.10606060606060606,0.5
114,28,531.3255926922143,0.2840909090909091,0.10227272727272728,0.6136363636363636
115,755,871.2690604369031,0.050359712230215826,0.6330935251798561,0.31654676258992803
116,741,505.1156316203752,0.27419354838709675,0.1774193548387097,0.5483870967741935
117,999,546.3690480408438,0.3146067415730337,0.07303370786516854,0.6123595505617978
118,966,864.5241533806078,0.06493506493506493,0.2987012987012987,0.6363636363636364
119,796,379.67762668694957,0.13043478260869565,0.32608695652173914,0.5434782608695652
120,782,898.7602714122563,0.19108280254777077,0.05732484076433123,0.7515923566878984
121,609,848.1252901485843,0.1119402985074627,0.3134328358208956,0.5746268656716419
122,621,325.2830450068922,0.047244094488188976,0.48031496062992124,0.47244094488188976
123,147,772.2695842526191,0.3611111111111111,0.2222222222222222,0.4166666666666667
124,153,871.8605425774244,0.08163265306122448,0.5306122448979592,0.3877551020408163
125,635,892.9823889185371,0.383720930232558,0.06976744186046509,0.5465116279069766
126,806,170.92646727055683,0.10714285714285714,0.4732142857142857,0.41964285714285715
127,812,538.9454506988525,0.16447368421052633,0.1513157894736842,0.6842105263157895
128,184,841.9629343058372,0.3877551020408163,0.07142857142857142,0.5408163265306123
129,190,497.6491181202086,0.1276595744680851,0.4148936170212766,0.4574468085106383
130,379,848.1648728172489,0.3790849673202614,0.058823529411764705,0.5620915032679739
131,345,666.4272454446366,0.04950495049504951,0.6039603960396039,0.3465346534653465
132,437,173.56338300432756,0.2619047619047619,0.15873015873015872,0.5793650793650794
133,351,781.7261157248433,0.14049586776859507,0.4049586776859505,0.45454545454545464
134,386,376.6333410025349,0.2230215827338129,0.079136690647482,0.6978417266187049
135,392,281.38082546645217,0.31343283582089554,0.04477611940298507,0.6417910447761194
136,393,458.06887811823566,0.17322834645669294,0.12598425196850396,0.7007874015748033
137,387,198.87081819313218,0.07920792079207921,0.42574257425742573,0.49504950495049505
138,436,837.6241191274913,0.0,0.6984126984126984,0.30158730158730157
139,350,853.3159289407934,0.3805970149253731,0.06716417910447761,0.5522388059701493
140,344,532.4860682985862,0.25806451612903225,0.26881720430107525,0.4731182795698925
141,422,613.9472038372453,0.21875,0.1875,0.59375
142,378,829.9629802938306,0.28187919463087246,0.11409395973154363,0.6040268456375839
143,191,616.2177423601846,0.12658227848101267,0.3037974683544304,0.569620253164557
144,185,697.4879237406792,0.09890109890109887,0.14285714285714282,0.758241758241758
145,813,727.9467530788924,0.008130081300813006,0.9186991869918697,0.07317073170731705
146,152,754.2536549801104,0.4298245614035089,0.08771929824561406,0.4824561403508773
147,634,884.4908983492903,0.34523809523809523,0.10119047619047619,0.5535714285714286
148,620,332.2585490834886,0.04,0.472,0.488
149,608,849.3178249180221,0.21739130434782608,0.14492753623188406,0.6376811594202898
150,783,780.984763385412,0.10309278350515463,0.5670103092783505,0.32989690721649484
151,797,874.3803880243418,0.1625,0.24375,0.59375
152,967,444.66651320813133,0.04375000000000001,0.5375000000000001,0.41875000000000007
153,998,97.61793441723974,0.296,0.184,0.52
154,740,648.0920903344731,0.042682926829268296,0.38414634146341464,0.573170731707317
155,754,306.29135367807334,0.30327868852459017,0.1885245901639344,0.5081967213114754
156,29,832.5577792781904,0.03174603174603175,0.6349206349206351,0.3333333333333334
157,15,616.2326283138295,0.36231884057971014,0.15942028985507245,0.4782608695652174
158,768,220.42737305051173,0.33,0.12,0.55
159,581,882.1609372287695,0.3294797687861273,0.11560693641618501,0.554913294797688
160,542,262.3016366988495,0.13008130081300814,0.2601626016260163,0.6097560975609756
161,224,873.558648167372,0.2631578947368421,0.22105263157894736,0.5157894736842106
162,230,602.4213742826203,0.4715447154471545,0.10569105691056911,0.42276422764227645
163,218,429.5631274198256,0.4845360824742268,0.1134020618556701,0.4020618556701031
164,226,777.7289693877354,0.6875,0.0625,0.25
165,1268,732.2451897579833,0.1,0.3894736842105263,0.5105263157894737
166,540,364.90162725025783,0.37423312883435594,0.08588957055214727,0.5398773006134971
167,554,690.6376423548363,0.25,0.12931034482758622,0.6206896551724138
168,232,697.75292039364,0.4921875,0.0859375,0.421875
169,597,826.169455822227,0.3,0.04375,0.65625
170,17,811.4284027496855,0.1927710843373494,0.25301204819277107,0.5542168674698795
171,756,767.8849090521509,0.21929824561403508,0.22807017543859648,0.5526315789473685
172,965,871.7994349727987,0.08053691275167785,0.3691275167785235,0.5503355704697986
173,959,591.116910055573,0.43859649122807015,0.029239766081871343,0.5321637426900585
174,795,453.98103279929506,0.1223021582733813,0.2805755395683453,0.5971223021582733
175,178,657.2248262172404,0.06818181818181818,0.659090909090909,0.2727272727272727
176,636,790.4471787811502,0.22424242424242416,0.22424242424242416,0.5515151515151513
177,150,348.4684058662584,0.3010752688172043,0.17204301075268819,0.5268817204301075
178,144,456.61158924667865,0.2289156626506024,0.1927710843373494,0.5783132530120482
179,622,466.1638055278721,0.08759124087591241,0.0948905109489051,0.8175182481751825
180,811,223.23054376886444,0.044444444444444446,0.5111111111111111,0.4444444444444444
181,805,920.3121634891718,0.07246376811594203,0.47101449275362317,0.45652173913043476
182,193,513.0722344933301,0.20909090909090905,0.3181818181818181,0.4727272727272726
183,187,430.5032149298613,0.26744186046511625,0.26744186046511625,0.4651162790697674
184,408,404.3686782589972,0.1326530612244898,0.3979591836734694,0.46938775510204084
185,352,586.1647744467809,0.19847328244274814,0.15267175572519087,0.6488549618320613
186,420,238.1647868317932,0.022988505747126436,0.5057471264367817,0.47126436781609193
187,346,596.4459616741772,0.22962962962962963,0.17037037037037037,0.6
188,391,445.90261829402067,0.3503649635036497,0.09489051094890513,0.5547445255474454
189,384,798.304459851612,0.21929824561403508,0.38596491228070173,0.39473684210526316
190,390,765.696861613043,0.036036036036036036,0.5135135135135135,0.45045045045045046
191,421,793.3682856791302,0.36434108527131776,0.1782945736434108,0.45736434108527124
192,347,707.9696772377688,0.2621359223300971,0.2815533980582524,0.4563106796116505
193,353,540.6552765583328,0.11607142857142858,0.38392857142857145,0.5
194,409,920.0831842003486,0.2625,0.19375,0.54375
195,186,807.2305058117579,0.26760563380281693,0.16197183098591553,0.5704225352112677
196,192,681.878750367221,0.3728813559322034,0.11864406779661017,0.5084745762711864
197,804,792.6435240033619,0.16875,0.06875,0.7625
198,810,665.9244548141588,0.05343511450381681,0.5496183206106872,0.3969465648854963
199,145,522.0126220450229,0.09210526315789473,0.2631578947368421,0.6447368421052632
200,623,831.1746889815934,0.13793103448275862,0.33620689655172414,0.5258620689655172
201,637,825.158716888048,0.08080808080808081,0.6060606060606061,0.31313131313131315
202,151,805.9028492669119,0.3875968992248062,0.03875968992248062,0.5736434108527132
203,179,480.8812697974304,0.24324324324324326,0.17117117117117117,0.5855855855855856
204,794,614.4367700292775,0.21710526315789475,0.07894736842105263,0.7039473684210527
205,780,763.3545255890424,0.273224043715847,0.0273224043715847,0.6994535519125683
206,964,328.32749535964365,0.006802721088435374,0.8299319727891157,0.16326530612244897
207,757,679.6342691309126,0.4624277456647399,0.06358381502890173,0.47398843930635837
208,16,851.0211954328764,0.17647058823529413,0.35294117647058826,0.47058823529411764
209,596,298.52253796957103,0.25833333333333336,0.15833333333333333,0.5833333333333334
210,233,562.5171599141901,0.2714285714285714,0.2,0.5285714285714286
211,227,863.1601782447334,0.5846153846153846,0.06923076923076923,0.34615384615384615
212,541,183.94409723202423,0.4230769230769231,0.04945054945054945,0.5274725274725275
213,1269,383.74563779899785,0.030864197530864196,0.6604938271604939,0.30864197530864196
214,240,825.145453872487,0.4925373134328358,0.07462686567164178,0.43283582089552236
215,526,484.3435484918139,0.3900709219858155,0.09219858156028367,0.5177304964539006
216,254,840.1904996443377,0.28682170542635665,0.13953488372093026,0.5736434108527133
217,268,427.06620876163225,0.24271844660194167,0.2718446601941747,0.48543689320388334
218,283,521.4815443287537,0.09803921568627454,0.4901960784313727,0.41176470588235303
219,297,285.63099549492034,0.18487394957983197,0.19327731092436978,0.6218487394957984
220,59,651.4807070469377,0.2376237623762376,0.09900990099009901,0.6633663366336634
221,730,883.3603383891295,0.3263157894736842,0.03684210526315789,0.6368421052631579
222,718,817.9009083275422,0.5384615384615384,0.006993006993006993,0.45454545454545453
223,65,653.9655453739438,0.37333333333333335,0.17333333333333334,0.4533333333333333
224,71,601.5429306372504,0.30120481927710846,0.1566265060240964,0.5421686746987951
225,888,810.7218940200004,0.025806451612903226,0.4064516129032258,0.567741935483871
226,650,691.2508955136017,0.0990990990990991,0.6036036036036037,0.2972972972972973
227,136,718.390547094722,0.284090909090909,0.14772727272727268,0.568181818181818
228,122,553.8799297685299,0.21649484536082475,0.16494845360824742,0.6185567010309279
229,644,730.3932938989358,0.34523809523809523,0.10119047619047619,0.5535714285714286
230,678,835.1383103124059,0.1510791366906475,0.14388489208633093,0.7050359712230215
231,877,557.13138958838,0.33146067415730335,0.028089887640449437,0.6404494382022472
232,863,95.82940146078776,0.14788732394366197,0.38028169014084506,0.47183098591549294
233,334,540.941463824714,0.3749999999999999,0.10833333333333331,0.5166666666666665
234,452,840.8220090550589,0.30578512396694213,0.15702479338842976,0.5371900826446281
235,446,313.8641960445137,0.14960629921259844,0.11811023622047244,0.7322834645669292
236,320,252.04189522657433,0.11363636363636363,0.19318181818181818,0.6931818181818182
237,308,651.4821783441533,0.3944954128440367,0.09174311926605505,0.5137614678899083
238,491,731.4266765979753,0.034782608695652174,0.6869565217391305,0.2782608695652174
239,485,680.3365330801252,0.2898550724637681,0.18840579710144928,0.5217391304347826
240,484,868.9538030149748,0.39393939393939403,0.07272727272727274,0.5333333333333334
241,490,766.3627945190684,0.28378378378378377,0.14189189189189189,0.5743243243243243
242,447,354.2743404579785,0.0916030534351145,0.1450381679389313,0.7633587786259542
243,321,676.3129429728114,0.375,0.16666666666666666,0.4583333333333333
244,335,853.4478575639808,0.1704545454545455,0.32954545454545464,0.5000000000000001
245,453,700.2928474438593,0.39393939393939387,0.06818181818181816,0.5378787878787877
246,862,546.3200131367748,0.2634730538922156,0.18562874251497005,0.5508982035928144
247,876,253.17813118868693,0.18518518518518517,0.17037037037037037,0.6444444444444445
248,123,656.6159442864038,0.25252525252525254,0.12121212121212122,0.6262626262626263
249,645,912.9671962911953,0.3202247191011236,0.19662921348314608,0.48314606741573035
250,651,767.0966160405195,0.17886178861788618,0.4878048780487805,0.3333333333333333
251,889,708.1835155187335,0.2,0.38235294117647056,0.4176470588235294
252,137,338.69343247778187,0.45,0.08,0.47
253,902,750.0238783756027,0.1165644171779141,0.12269938650306748,0.7607361963190185
254,70,674.1553270902397,0.3333333333333332,0.1555555555555555,0.511111111111111
255,64,594.517163189904,0.24050632911392397,0.1645569620253164,0.5949367088607593
256,58,878.6507852184538,0.19540229885057472,0.13793103448275862,0.6666666666666666
257,296,408.3274379314015,0.18691588785046728,0.1308411214953271,0.6822429906542056
258,282,383.1512723526309,0.38596491228070173,0.14912280701754385,0.4649122807017544
259,269,843.5589189917766,0.009708737864077669,0.7281553398058253,0.2621359223300971
260,533,800.1313804887332,0.3333333333333333,0.06790123456790123,0.5987654320987654
261,255,903.1292621931625,0.4351145038167939,0.06870229007633588,0.4961832061068702
262,241,478.72389774153623,0.34831460674157305,0.30337078651685395,0.34831460674157305
263,527,468.50631483651364,0.35251798561151076,0.1366906474820144,0.5107913669064749
264,257,911.7862954777814,0.44285714285714267,0.08571428571428567,0.47142857142857125
265,531,665.8442107397817,0.375,0.1,0.525
266,525,542.1092537272535,0.16428571428571428,0.09285714285714286,0.7428571428571429
267,243,509.59525598657683,0.6052631578947367,0.06140350877192981,0.33333333333333326
268,519,901.4784192361136,0.2722222222222222,0.05555555555555555,0.6722222222222223
269,294,461.14412231236884,0.2222222222222222,0.13675213675213677,0.6410256410256411
270,733,687.408538796943,0.10833333333333334,0.4083333333333333,0.48333333333333334
271,72,599.4978481274707,0.2823529411764707,0.14117647058823535,0.5764705882352943
272,66,620.2426240967067,0.14516129032258066,0.3709677419354839,0.4838709677419355
273,928,499.06650288792474,0.0,0.9386503067484664,0.061349693251533756
274,914,153.4100225672498,0.14782608695652175,0.2,0.6521739130434783
275,647,565.433319045613,0.25333333333333335,0.08666666666666667,0.66
276,121,612.0581994160543,0.25555555555555554,0.15555555555555556,0.5888888888888889
277,135,536.8722031341192,0.4322033898305085,0.00847457627118644,0.559322033898305
278,653,265.2910532291428,0.16279069767441862,0.46511627906976744,0.37209302325581395
279,9,903.5490947447519,0.05454545454545454,0.4909090909090909,0.45454545454545453
280,109,730.2742765789826,0.2967032967032967,0.10989010989010989,0.5934065934065934
281,860,451.5796163337135,0.2777777777777778,0.044444444444444446,0.6777777777777778
282,323,925.3602985629503,0.36363636363636365,0.04195804195804196,0.5944055944055944
283,445,306.4582207561175,0.16,0.104,0.736
284,451,934.3101992259635,0.36363636363636365,0.025974025974025976,0.6103896103896104
285,337,681.9990449953523,0.2773109243697479,0.19327731092436976,0.5294117647058824
286,479,868.9876528261067,0.3611111111111111,0.09722222222222222,0.5416666666666666
287,486,862.6725832810715,0.05217391304347826,0.48695652173913045,0.4608695652173913
288,492,604.800252260834,0.28082191780821925,0.13013698630136988,0.5890410958904111
289,493,629.2030625807656,0.09352517985611511,0.2805755395683453,0.6258992805755396
290,487,664.0647112847263,0.30985915492957744,0.15492957746478872,0.5352112676056338
291,478,892.051455997745,0.2972972972972973,0.08108108108108109,0.6216216216216216
292,336,662.4253504512893,0.15116279069767447,0.3953488372093025,0.4534883720930234
293,322,892.9483284052579,0.4258064516129032,0.05806451612903226,0.5161290322580645
294,444,754.9681834061118,0.19285714285714287,0.15714285714285714,0.65
295,861,512.0939955967079,0.2727272727272727,0.06666666666666667,0.6606060606060606
296,849,494.06052995685275,0.009615384615384616,0.625,0.36538461538461536
297,108,817.035507127182,0.2882882882882883,0.04504504504504504,0.6666666666666666
298,646,640.7009510150793,0.11347517730496454,0.3404255319148936,0.5460992907801419
299,120,552.2629043867238,0.24242424242424243,0.20202020202020202,0.5555555555555556
300,915,796.6836682480434,0.24519230769230768,0.03365384615384615,0.7211538461538461
301,98,801.9446000916286,0.0697674418604651,0.5465116279069766,0.3837209302325581
302,929,465.12351394542935,0.0,0.935064935064935,0.06493506493506493
303,67,691.2458757393192,0.31868131868131866,0.12087912087912088,0.5604395604395604
304,73,568.3731198069426,0.2857142857142857,0.11904761904761904,0.5952380952380952
305,732,868.0443875615154,0.22289156626506024,0.1746987951807229,0.6024096385542169
306,281,398.4862726697698,0.28865979381443296,0.2268041237113402,0.4845360824742268
307,295,344.02243821600746,0.1296296296296296,0.24074074074074067,0.6296296296296294
308,518,353.6390051799423,0.20833333333333334,0.11805555555555555,0.6736111111111112
309,524,704.9823428730239,0.03076923076923077,0.4307692307692308,0.5384615384615384
310,242,604.0542901926956,0.38271604938271603,0.20987654320987653,0.4074074074074074
311,256,799.9954036608124,0.42657342657342656,0.027972027972027972,0.5454545454545454
312,530,754.329911932378,0.39622641509433976,0.037735849056603786,0.5660377358490568
313,508,543.861745507043,0.3092105263157895,0.05263157894736842,0.6381578947368421
314,534,902.9541600888512,0.17006802721088435,0.25170068027210885,0.5782312925170068
315,252,822.6404855409584,0.4142857142857143,0.04285714285714286,0.5428571428571428
316,246,923.6662584009531,0.35294117647058826,0.14705882352941177,0.5
317,520,907.5524313199662,0.39344262295081966,0.06557377049180328,0.5409836065573771
318,291,536.9128958211065,0.2184873949579832,0.15126050420168066,0.6302521008403361
319,285,644.2689662481054,0.27102803738317754,0.21495327102803738,0.514018691588785
320,77,468.99357508447486,0.39436619718309873,0.08450704225352117,0.5211267605633805
321,63,657.5668046026135,0.09375,0.40625,0.5
322,88,819.1152251473144,0.34328358208955223,0.2835820895522388,0.373134328358209
323,939,325.79489826370093,0.06622516556291391,0.2251655629139073,0.7086092715231788
324,118,583.830485123505,0.2708333333333333,0.17708333333333334,0.5520833333333334
325,124,606.5594651307483,0.3173076923076923,0.08653846153846154,0.5961538461538461
326,642,832.2964870225161,0.2644628099173554,0.18181818181818182,0.5537190082644629
327,656,506.6225108411905,0.4144736842105263,0.039473684210526314,0.5460526315789473
328,130,486.0055455474543,0.313953488372093,0.13953488372093023,0.5465116279069767
329,865,237.73932913825234,0.18120805369127516,0.2550335570469799,0.5637583892617449
330,871,394.9632506193621,0.17006802721088432,0.17006802721088432,0.6598639455782311
331,681,344.7791081233666,0.4846153846153846,0.13076923076923078,0.38461538461538464
332,468,827.8435081906048,0.11009174311926606,0.44954128440366975,0.44036697247706424
333,440,727.6166397596068,0.2867647058823529,0.13970588235294118,0.5735294117647058
334,326,367.3709595290125,0.3473684210526316,0.14736842105263157,0.5052631578947369
335,332,682.5341519403635,0.2620689655172414,0.05517241379310345,0.6827586206896552
336,454,732.4078092656434,0.22368421052631574,0.15789473684210523,0.6184210526315789
337,483,858.4062403645679,0.3333333333333333,0.10062893081761007,0.5660377358490566
338,497,872.9012590480004,0.13432835820895522,0.40298507462686567,0.4626865671641791
339,496,567.1172029262701,0.36477987421383645,0.11949685534591195,0.5157232704402516
340,482,216.87160688887334,0.043478260869565216,0.7065217391304348,0.25
341,333,520.0856927107833,0.2540983606557377,0.1557377049180328,0.5901639344262295
342,455,900.9613950808587,0.12878787878787878,0.4393939393939394,0.4318181818181818
343,441,731.203224963949,0.3541666666666667,0.09722222222222222,0.5486111111111112
344,327,876.7384600585234,0.3235294117647059,0.16176470588235295,0.5147058823529411
345,469,848.6216626560749,0.23529411764705882,0.1323529411764706,0.6323529411764706
346,680,845.1257528984945,0.15053763440860216,0.24731182795698925,0.6021505376344086
347,870,270.3096782635083,0.13793103448275862,0.31724137931034485,0.5448275862068965
348,864,246.62543165761124,0.176056338028169,0.2605633802816901,0.5633802816901409
349,131,490.9104473295125,0.3176470588235294,0.12941176470588237,0.5529411764705883
350,125,690.8396676932686,0.2626262626262627,0.07070707070707073,0.6666666666666669
351,643,531.2550853113268,0.21774193548387102,0.16129032258064518,0.620967741935484
352,119,557.8775078070246,0.3225806451612902,0.1397849462365591,0.5376344086021504
353,938,881.09962389537,0.07079646017699115,0.37168141592920356,0.5575221238938053
354,89,837.8017955500937,0.32978723404255317,0.1595744680851064,0.5106382978723404
355,904,463.5473142303422,0.2236842105263158,0.1513157894736842,0.625
356,62,931.1048274962667,0.3058823529411765,0.023529411764705882,0.6705882352941176
357,76,601.0072873804414,0.24719101123595505,0.1348314606741573,0.6179775280898876
358,284,475.4224525728284,0.10101010101010104,0.47474747474747486,0.42424242424242437
359,290,327.8214717099996,0.125,0.28846153846153844,0.5865384615384616
360,247,897.9084509019012,0.37593984962406013,0.15789473684210525,0.46616541353383456
361,521,577.8151718808457,0.1836734693877551,0.04081632653061224,0.7755102040816326
362,535,916.5443313786204,0.26582278481012656,0.13924050632911392,0.5949367088607594
363,253,751.4754607243544,0.36666666666666664,0.17777777777777778,0.45555555555555555
364,509,430.01786374891685,0.21052631578947367,0.06578947368421052,0.7236842105263158
365,279,597.9691845217428,0.38392857142857145,0.11607142857142858,0.5
366,523,586.0225521955149,0.22857142857142856,0.07857142857142857,0.6928571428571428
367,245,811.799456495916,0.5075757575757576,0.07575757575757576,0.4166666666666667
368,251,867.312675336794,0.36428571428571427,0.06428571428571428,0.5714285714285714
369,537,215.32610153570184,0.3055555555555556,0.125,0.5694444444444444
