34
1 fs input comment
C -2.3691076017674164 -1.7162999119472324 1.1466091548822426
C -3.543927030361956 -1.406025171344037 -1.0009700370698078
C 2.027433952792038 -2.0506019445766146 -1.1072290250352488
C 3.4645882592750934 0.639784835424468 -0.31729900902521535
C 1.934678828795638 -0.9723511412247912 2.017327294660487
C -2.40825713693959 0.6785963594742422 0.011711631562484497
C -2.3893824914621633 -0.9095644378277954 -0.1814894787139797
C -1.090438550329983 1.1936960368707308 0.540997162051738
C -0.03780596256420941 1.0830832894499678 -0.5452624839466594
N -1.2055061139377525 2.621727708177943 1.0088558437579782
O 0.1703485581038232 1.8961161933221713 -1.4018133500857315
O 0.7498350018219484 0.07424231428541192 -0.32588295521649635
Si 2.152156563100982 -0.5904583845672091 0.07588775957089604
H -3.2101688701338875 -1.2693081716466863 1.6723843433648045
H -1.4008879501761269 -1.3813811145860628 1.6125306105596866
H -2.438569014485416 -2.8013245338824486 1.1937764112531832
H -4.518580372754758 -1.3190447476608422 -0.5193703493742776
H -3.3447505563943745 -2.5510936433600557 -1.0190345094325115
H -3.669303884656559 -0.856332011708606 -1.9021164463364741
H 1.8276592661550648 -1.6800460090213185 -2.2078380691802795
H 1.0805429790643555 -2.5618199480030133 -0.8253075612092982
H 2.78465151689202 -2.8129458723572007 -1.1492637140974835
H 3.234540116911694 1.5052038042257436 -1.03041938104812
H 3.9825579572738126 0.07612423048671463 -0.9986355666473063
H 4.088847031105195 1.0337937097105026 0.5246505229961672
H 2.844221755592086 -1.2613035224788307 2.618114414068993
H 1.3198472417797256 -1.8298384479038783 1.9552379050537285
H 1.5273816765236308 -0.09249712038719708 2.530473902856461
H -3.1981462652988806 1.0611339333675665 0.6523365526212955
H -2.597314880980563 1.0126214668998206 -1.0666466544707194
H -1.4699447245207773 -1.0821331992319463 -0.6685931219628015
H -0.5941056318413077 0.5796203100368458 1.302943751747467
H -1.0832072518698355 3.2016570889003324 0.2353715954776151
H -0.45439220678606645 2.968890464001959 1.652910856581418
34
2 fs input comment
C -2.3977217898669614 -1.6764789968431606 1.1645983721161612
C -3.5175312680954964 -1.3523941305763478 -0.9998952551646761
C 2.035343064908208 -2.067485622149036 -1.1281950858036995
C 3.464752639212805 0.651431911015562 -0.26491628194802325
C 1.989380914874462 -0.973419000393075 2.0228948348451503
C -2.4094236639967854 0.6291039610773607 -0.013812411759863606
C -2.37089763491509 -0.9098875722254622 -0.1742405870733764
C -1.0841310661657486 1.2174268921816105 0.5414578695817253
C -0.052886195041482516 1.1018954274952562 -0.5493449338994174
N -1.2394994873609855 2.6120166754928116 1.0099331007512262
O 0.1736252151091976 1.866726103470984 -1.4034680253722223
O 0.7633217071042956 0.07253450459730615 -0.30652165960004235
Si 2.1248936991628593 -0.5839987055430884 0.0578851653283926
H -3.243261145188913 -1.2828953624275314 1.6748334428197762
H -1.4370397175937712 -1.4206297735897602 1.6485277260083595
H -2.4118232781183897 -2.7533894730953072 1.0620967160687154
H -4.529287925014762 -1.341040006253994 -0.5293364474600206
H -3.2938629143244076 -2.4410631772253417 -1.1092004950331413
H -3.6541067552409143 -0.9952395280753767 -2.060588250595194
H 1.7721738464004892 -1.5907331898551675 -2.181833715876609
H 1.1347915087533909 -2.6080927886924727 -0.8587687418356068
H 2.7797092253201083 -2.8673673001493163 -1.1873254263160011
H 3.4309365419486673 1.4866445346792072 -0.9612983161280503
H 4.092004435112495 -0.035089777326742705 -0.9933789793493701
H 4.167943594033962 0.8714932831050826 0.5754728734679587
H 2.829826576897689 -1.1602249700864107 2.6252783657573686
H 1.2626771515794513 -1.8168169688269669 2.011930468358512
H 1.4206229366916134 -0.13267895757020717 2.462223687412973
H -3.2285102355700572 1.0466674767736044 0.6995349281810214
H -2.4923199631525077 0.8330782394131645 -1.04244938729675
H -1.277807137306494 -1.1392785458199832 -0.601346444415732
H -0.7397292835246836 0.5596894075140179 1.357402256391147
H -1.2621935822440666 3.238339525947494 0.16121857935739517
H -0.4665126140322763 2.9860443071960177 1.6095761662918828
34
3 fs input comment
C -2.414973936078599 -1.6277164471289192 1.176060321931899
C -3.5012784234825096 -1.3226994953219144 -1.0193826010069982
C 2.039418003083889 -2.085212462958488 -1.1611179817078399
C 3.4995462569310187 0.6562373720007906 -0.22134090677991858
C 2.0348435484253997 -0.9719251090498455 2.0100569059848383
C -2.411803345687083 0.5767511535640759 -0.023469673500661932
C -2.3264697073118272 -0.9075837268958361 -0.15597754460159355
C -1.0871839841120925 1.2449189404913137 0.5544058379500509
C -0.06242209086535734 1.1207698400821733 -0.5363516748005919
N -1.2705177875191702 2.597665157850793 0.9976608067094747
O 0.17335159627108843 1.8510094464708686 -1.4191127086599078
