,Total_Energy,Trans_Energy,Vib_Motion_Energy,Rot_Energy
0,5.918877086533684,4.493406244197041,0.45811919968731696,0.9673516426492433
1,8.418674551114638,5.872961834918868,0.6598662834377289,1.8858464327579891
2,10.553864096894783,7.022386331661935,0.9669246094967276,2.5645531557361463
3,9.59784053567435,7.631221330349413,1.129527516774943,0.837091688549992
4,11.12139235460711,7.747775347260174,0.9740339394588762,2.399583067888059
5,10.425987893746857,7.577400600186847,0.789235278875099,2.0593520146849684
6,10.234869512408014,8.340378529626289,0.7183471852125574,1.1761437975691784
7,12.356496695287957,8.87481382804961,0.73666434333028,2.745018523907941
8,12.881083332390334,9.272224801954211,0.8541317980283214,2.7547267324077294
9,12.423848496964261,10.149449301289183,1.0919758502611498,1.1824233454139832
10,14.187084079589795,10.090862775029834,1.5210097514464045,2.5752115531136286
11,13.478271869657345,9.775065227550032,2.125864930539198,1.577341711568074
12,13.539737358206228,9.34948868865028,2.9494601957995092,1.2407884737564772
13,16.378973441953512,8.64871327146417,4.0110772977850875,3.719182872704356
14,15.95351583551216,8.239161059057368,5.138232103382448,2.5761226730722866
15,15.309587919768699,8.26430530310381,5.790627495717255,1.254655120947587
16,17.201869797014584,8.38998085507246,5.628291564152642,3.1835973777894715
17,14.403627912230789,7.9897329564990045,5.070221505619825,1.3436734501119045
18,13.01972807907828,7.423894303284734,4.263672296536663,1.3321614792569525
19,13.37956937732967,6.872477949754707,3.2802655075695215,3.226825920005493
20,10.34797125033534,6.569898175616859,2.1926115028157147,1.5854615719026421
21,10.412670291234251,6.163620050165854,1.0535553886305484,3.1954948524378044
22,8.676219412317334,5.43008321573201,0.3208491006760418,2.925287095909329
23,5.871484119805061,4.841250260728882,0.15814462650577785,0.8720892325704084
24,7.163091607224726,4.134133457913407,0.4495611304870615,2.579397018824232
25,7.3487980777882616,3.8779545976743117,1.064505558320845,2.4063379217930976
26,7.20575631531662,3.914388829785597,1.632203644004817,1.6591638415262278
27,10.944024636742821,4.418003164982883,1.8620320107317774,4.663989461028125
28,9.764351798301654,5.275646482902431,1.9017189922982758,2.5869863231009425
29,8.422404832026587,5.174282047307492,1.7026447091163293,1.5454780756028519
30,10.22235731298755,4.5560401177738035,1.3600240443103653,4.306293150903395
31,6.439780897418842,3.9685752343829543,0.9322835703114802,1.5389220927243588
32,6.212099802658018,3.4450628107934715,0.46672260231872,2.3003143895457967
33,8.230651949039249,3.0417615312304225,0.3916053086070813,4.79728510920177
34,5.569951148974347,2.7895127832894033,0.8403044729892737,1.9401338926956868
35,7.185360965667136,2.6752760073854445,1.7216723708814092,2.7884125874002352
36,10.238792379139207,2.673645120512686,2.9891789502173394,4.575968308409212
37,8.550271601561752,2.7756585613021962,4.544971351348413,1.2296416889112118
38,11.231939189102196,2.972510691303937,5.64410736506835,2.615321132729882
39,13.31306615869401,3.2251540254541635,5.812238521299264,4.275673611940495
40,11.423877852790952,3.4726799414816223,5.263397183457726,2.6878007278516582
41,11.690517971453357,3.667630531141002,4.1529073058553765,3.8699801344570353
42,9.658093017832492,3.7963181838329634,2.773564378057952,3.088210455941542
43,6.21090418744714,3.8623373654397968,1.4655893452549054,0.8829774767523811
44,9.441042114505487,4.2159562976571925,0.6356419054592477,4.589443911389031
45,9.150273449938311,5.011190027683059,0.5873866590427719,3.5516967632125445
46,10.73938577638447,5.910758739979504,1.2584890809144433,3.5701379554905763
